v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_std,income_median,female_pct,male_pct,public_sector_pct,nivel_ed_mean,nivel_ed_std,age_mean,age_std,age_median,x,y,community
13200,Prof. med. salud,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,9222.86,9222.86,8.65,0.24,8.52,55.65,44.35,72.44,6.75,1.23,47.95,5.67,51.0,-77.47268676757812,49.1131706237793,C04
13210,Téc. médicos y farmacéuticos,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13211,Téc. diagnóstico y tratamiento médico,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,48780.77,48780.77,8.79,0.54,8.91,48.12,51.88,27.49,7.05,1.63,43.47,16.84,43.0,161.88343811035156,-360.8487854003906,C04
13212,Téc. Lab. médicos,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,24223.42,24223.42,8.45,0.94,8.65,80.07,19.93,36.64,4.57,1.95,57.49,17.09,50.0,96.19886016845705,-233.9452209472656,C04
13213,Téc. farmacéuticos,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,9183.22,9183.22,9.07,0.17,8.95,42.4,57.6,28.81,6.33,1.44,29.76,5.09,31.5,-118.12974548339844,251.0963134765625,C05
13214,Téc. prótesis médicas y dentales,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,5674.06,5674.06,7.73,1.3,8.5,56.76,43.24,0.0,6.01,1.72,44.31,19.87,34.0,-10.029549598693848,458.19378662109375,C05
13220,Prof. med. enfermería y partería,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13221,Prof. med. enfermería,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,416048.77,416048.77,8.65,0.76,8.62,85.24,14.76,50.9,6.2,1.91,53.6,15.5,53.0,251.35433959960935,-646.73193359375,C04
13222,Prof. med. partería,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,1364.0,1364.0,8.95,0.06,9.07,100.0,0.0,100.0,4.87,0.62,49.76,8.2,68.0,-674.1158447265625,365.6661071777344,C16
13230,Prof. med. medicina tradicional y alternativa,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,10113.11,10113.11,6.99,0.28,7.42,62.35,37.65,0.0,3.52,1.55,42.0,3.98,42.0,-31.70857048034668,-4.995534896850586,C04
13232,Prof. med. medicina tradicional y alternativa,3. Técnicos,1. Trabajadores  no manuales,"(0.472328, 0.110547, 0.428334, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13240,Téc. veterinarios,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,4211.99,4211.99,8.19,0.29,8.33,79.3,20.7,46.39,6.89,1.45,43.73,13.77,30.0,-646.2843627929688,430.1355285644531,C12
13250,Prof med. salud,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13251,Aux. y ay. Dentista,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,7419.43,7419.43,9.25,0.06,9.27,100.0,0.0,56.07,6.79,0.7,49.43,12.64,39.0,-186.34600830078125,75.47942352294922,C10
13252,Téc. Doc. Sanitaria,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,2160.0,2160.0,9.27,0.04,9.25,60.28,39.72,100.0,5.38,1.2,38.71,8.08,38.0,-721.7986450195312,291.526611328125,C16
13253,T ra. Comu. Salud,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,16206.7,16206.7,8.2,0.91,8.13,79.88,20.12,91.66,5.05,1.81,38.53,15.97,45.0,75.64708709716797,-154.31690979003906,C04
13254,Téc. optometría y ópticos,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13255,Téc. fisioterapeutas,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,51047.95,51047.95,8.49,0.79,8.78,83.11,16.89,5.22,6.5,2.25,59.53,21.09,47.5,159.446533203125,-332.72186279296875,C04
13256,Asistentes médicos,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,24745.06,24745.06,9.09,0.62,8.85,76.94,23.06,24.05,7.27,1.28,42.81,14.1,37.0,117.87712097167967,-264.06463623046875,C04
13257,Insp. Salud y laboral,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,36739.43,36739.43,8.76,0.8,8.78,64.88,35.12,88.88,6.94,1.56,38.82,16.07,39.0,-120.89118957519533,-245.15118408203125,C06
13258,Ay. de ambulancias,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,549.0,549.0,9.13,0.0,9.13,0.0,100.0,0.0,5.0,0.0,47.0,0.0,47.0,-747.3456420898438,380.87451171875,C16
13259,Prof med. salud n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.478558, 0.112764, 0.427475, 1.0)",#00A1D5,#cccccc,14622.18,14622.18,9.2,0.92,8.89,87.52,12.48,13.49,5.96,1.88,59.99,23.35,71.0,52.37607192993164,-141.7353515625,C04
13300,Prof. Med. Financieros,3. Técnicos,1. Trabajadores  no manuales,"(0.484789, 0.114974, 0.426548, 1.0)",#00A1D5,#cccccc,7185.0,7185.0,9.67,0.83,10.02,55.05,44.95,47.88,8.14,1.13,52.97,14.08,57.0,-642.8422241210938,70.42164611816406,C14
13310,Prof. Med. Finanzas y matemáticas,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,14209.0,14209.0,8.95,0.69,9.31,51.59,48.41,11.13,5.99,1.53,55.44,17.44,39.0,-329.5304260253906,283.5517883300781,C13
13311,"Ag. bolsa, cambio y otros servicios financieros",3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,7623.7,7623.7,9.15,0.25,9.23,8.97,91.03,0.0,7.84,1.17,30.38,8.45,28.5,-434.4412841796875,410.9546508789063,C13
13312,Of. Préstamos y créditos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,41292.9,41292.9,9.04,0.4,8.92,59.52,40.48,0.8,5.83,1.55,33.86,15.89,49.0,119.09087371826172,-229.8474273681641,C04
13313,Tenedores de libros,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,38456.0,38456.0,8.83,0.77,8.91,24.9,75.1,11.45,5.64,1.83,50.67,17.25,56.0,-72.9401626586914,-90.81224060058594,C06
13314,Prof. med. estadística y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,2608.3,2608.3,,,,0.0,100.0,100.0,,,,,,-804.588134765625,558.2656860351562,C12
13315,Tasadores,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,8322.0,8322.0,6.6,1.19,8.43,10.56,89.44,0.0,7.8,0.99,34.45,16.42,47.0,-396.1873474121094,226.754150390625,C13
13320,Ag. comerciales y corredores,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,8837.01,8837.01,9.25,0.38,9.16,9.04,90.96,0.0,5.83,1.73,40.12,14.65,36.0,-379.4753723144531,495.3672790527344,C13
13321,Ag. de seguros,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,58381.79,58381.79,9.3,0.53,9.13,10.74,89.26,0.0,6.33,1.51,45.85,12.0,50.0,-12.723348617553713,-513.915771484375,C13
13322,Rep. Comerciales,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,108567.8,108567.8,8.87,0.79,8.78,26.8,73.2,0.61,5.69,1.66,44.97,15.43,41.0,420.1672058105469,-171.29522705078125,C00
13323,Ag. de compras,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,19488.42,19488.42,8.95,0.66,8.8,16.05,83.95,21.36,5.97,1.61,37.79,9.49,36.0,-184.2862548828125,358.1161804199219,C05
13324,Ag. de compras y consignatarios,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,3430.86,3430.86,9.34,0.51,9.31,12.91,87.09,0.0,5.46,1.08,53.13,7.34,56.5,-216.9178924560547,629.3480224609375,C05
13330,Ag. serv. comerciales,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13331,Dec. o gest. aduana,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,25421.7,25421.7,9.27,0.63,9.18,28.15,71.85,51.1,6.27,1.17,53.39,14.29,51.0,130.6997833251953,187.5484771728516,C05
13332,Org. Eventos y conferencias,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,44930.0,44930.0,7.76,0.92,7.76,72.43,27.57,5.34,6.26,1.62,43.97,17.72,39.0,216.5673370361328,-29.01639747619629,C00
13333,Ag. de empleo y contratistas de mano de obra,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,19538.0,19538.0,9.17,0.82,8.99,11.22,88.78,0.0,4.53,1.58,43.58,14.55,45.0,480.9034118652344,567.0896606445312,C02
13334,Ag. inmobiliarios,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,52402.54,52402.54,9.05,0.85,9.02,23.6,76.4,0.0,6.85,1.44,51.94,13.64,56.0,151.92430114746094,76.7951889038086,C00
13339,Ag. serv. comerciales n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,4827.11,4827.11,9.61,0.0,9.61,73.71,26.29,0.0,5.0,0.0,35.0,0.0,35.0,-326.25006103515625,332.27252197265625,C11
13340,Secretarios administrativos y especializados,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,35598.0,35598.0,8.71,0.96,8.62,49.42,50.58,45.51,6.17,2.03,45.69,13.03,49.0,-90.6413345336914,-156.484619140625,C06
13341,Supv. Secretaría,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,60269.32,60269.32,9.01,0.66,8.99,44.88,55.12,74.39,6.26,1.68,52.84,16.08,55.0,-70.79248809814453,-254.00473022460935,C06
13342,Secretarios jurídicos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,22098.99,22098.99,9.07,0.94,8.49,47.22,52.78,47.79,7.69,1.8,44.09,9.71,42.0,-294.7201232910156,-199.53941345214844,C06
13343,Secretarios administrativos y ejecutivos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,30350.42,30350.42,9.03,0.6,9.21,89.52,10.48,55.11,7.15,1.5,44.29,17.84,51.5,-130.69822692871094,-120.39714813232422,C06
13344,Secretarios médicos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,62870.91,62870.91,8.16,0.9,8.48,85.13,14.87,22.23,6.57,1.86,37.9,18.15,37.0,190.98878479003903,-406.2676696777344,C04
13350,Ag. adm. pública para la aplicación de la ley y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13351,Ag. aduana e inspectores de fronteras,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,3331.33,3331.33,9.27,0.11,9.26,76.67,23.33,100.0,5.53,1.14,38.32,14.94,40.0,-720.0387573242188,125.34187316894533,C14
13352,Ag. adm. tributaria,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,10352.85,10352.85,9.04,1.17,9.21,85.9,14.1,100.0,7.04,1.16,60.42,17.89,55.0,-296.0458068847656,-109.99695587158205,C06
13353,Ag. seg. Social,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,3215.97,3215.97,,,,100.0,0.0,100.0,,,,,,-664.849853515625,98.6161117553711,C14
13354,Ag. serv. licencias y permisos,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,10202.32,10202.32,8.31,0.65,8.12,16.18,83.82,66.74,7.54,0.5,40.03,22.17,24.0,210.66319274902344,523.9993896484375,C02
13355,Insp. De policía,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,25797.34,25797.34,9.14,0.55,9.0,11.05,88.95,100.0,6.19,1.63,50.94,14.76,57.0,-225.6757354736328,-274.7799377441406,C06
13359,Ag. adm. pública para la aplicacion de la ley y afines no clasificados bajo otros epígrafes,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,21383.75,21383.75,8.84,1.01,8.95,54.9,45.1,92.86,4.94,1.88,56.31,21.47,47.0,-193.18768310546875,-216.24847412109372,C06
13400,Prof. med. jurídico,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,2148.93,2148.93,,,,100.0,0.0,100.0,,,,,,-600.1035766601562,541.74853515625,C11
13410,Prof. Med. Jurídicos y sociales,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,13635.0,13635.0,9.06,0.68,9.21,0.0,100.0,5.77,4.33,1.22,43.4,3.83,44.0,-426.3599243164063,239.95335388183597,C11
13411,Prof. med. derecho,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,45801.99,45801.99,9.43,0.88,8.99,42.55,57.45,65.74,7.54,1.41,51.89,15.76,46.0,-58.46358871459961,-295.6115417480469,C06
13412,Traby asist. Sociales nivel medio,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,42849.27,42849.27,8.65,0.53,8.74,72.11,27.89,65.25,5.74,2.13,49.4,17.63,43.0,-126.11368560791016,-319.7991943359375,C06
13413,Aux. laicos religiones,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,893.0,893.0,8.34,1.16,7.28,16.24,83.76,0.0,7.51,1.11,42.54,3.32,39.5,-757.046142578125,605.165771484375,C11
13420,Ent. deportivos,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13421,Atletas y deportistas,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,9913.2,9913.2,9.33,0.0,9.33,0.0,100.0,0.0,5.0,0.0,26.0,0.0,26.0,-337.6018371582031,205.5618896484375,C08
13422,"Ent. Deportivos, arbitros",3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,43774.97,43774.97,8.86,0.78,8.63,37.81,62.19,18.55,6.0,2.09,34.42,12.41,33.0,-292.5207824707031,-504.9611511230469,C01
13423,Inst. ed física,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,81832.78,81832.78,8.56,0.67,8.18,48.89,51.11,16.4,6.08,1.76,36.65,12.95,36.0,-284.5987243652344,-614.3560180664062,C01
13430,"Prof. med. Act culturales, artísticas y humanas",3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,1444.0,1444.0,7.79,0.98,8.13,70.98,29.02,29.02,3.6,1.84,37.46,7.94,35.0,-473.6265563964844,780.3794555664062,C11
13431,Fotógrafos,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,71213.42,71213.42,8.79,0.32,8.67,46.76,53.24,50.56,5.18,1.14,38.76,15.25,47.0,-118.61927795410156,99.33291625976562,C05
13432,Dis. De interior,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,5054.74,5054.74,9.0,0.42,8.94,40.26,59.74,0.0,6.76,1.93,42.76,15.67,38.5,-290.63018798828125,444.6952819824219,C08
13433,"Téc. arte, museos y bibliotecas",3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,8899.73,8899.73,9.29,0.66,9.21,50.26,49.74,61.54,5.97,1.16,45.0,9.98,47.5,-468.1932678222656,143.7992706298828,C01
13434,Chefs,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,39900.47,39900.47,9.17,0.66,8.84,46.51,53.49,1.15,6.39,2.0,33.92,11.83,35.0,627.611083984375,-656.9638061523438,C00
13435,Prof med. Act artísticas y culturales,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,29894.0,29894.0,8.8,1.06,8.52,24.04,75.96,23.0,6.02,2.07,36.55,12.85,31.0,-359.0483093261719,74.62138366699219,C11
13500,Téc. IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13510,Téc. Op. IT n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13511,Téc. Op. IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,4314.42,4314.42,8.41,0.18,8.5,55.58,44.42,0.0,5.88,1.47,55.11,16.37,31.0,-285.806396484375,582.5643310546875,C13
13512,Téc. Asistencia IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,18308.2,18308.2,9.04,0.75,8.82,0.0,100.0,33.9,7.64,0.77,34.46,5.62,36.0,-335.6446838378906,-47.480751037597656,C06
13513,Téc. redes y sistemas de computadores,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,25088.99,25088.99,8.75,0.33,8.66,4.5,95.5,39.88,6.74,1.28,29.93,5.32,31.5,-191.7340850830078,-125.09458923339844,C06
13514,Técnicos Web,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,6068.31,6068.31,9.6,0.0,9.6,8.21,91.79,0.0,5.23,1.48,24.64,10.33,26.5,408.3454284667969,185.4363555908203,C05
13520,Téc. telecomunicaciones y radiodifusión,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,,,,,
13521,Téc. radiodifusión y grabación audio visual,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,45685.69,45685.69,8.91,0.76,8.79,10.47,89.53,34.72,6.61,2.47,35.93,14.39,36.0,-188.9238739013672,-249.96458435058597,C06
13522,Téc. Ing. telecomunicaciones,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,5131.0,5131.0,8.98,0.17,8.78,84.7,15.3,15.3,6.95,0.51,56.95,12.17,42.0,-221.4334259033203,86.71068572998047,C15
14000,Apoyo administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.603139, 0.157151, 0.395891, 1.0)",#B24745,#cccccc,1791.19,1791.19,,,,77.84,22.16,77.84,,,,,,-745.7970581054688,148.4835968017578,C14
14100,Oficinistas n/c,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,,,,
14110,Oficinistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,1067891.57,1067891.57,8.87,0.72,8.7,57.4,42.6,51.73,6.3,1.82,45.31,16.39,42.0,90.25434112548828,-760.1165161132812,C01
14120,Secretarios (general),4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,180992.23,180992.23,8.79,0.66,8.52,88.1,11.9,37.5,5.85,1.9,45.38,16.92,44.0,26.991113662719727,-451.6418762207031,C04
14130,Op. Maq oficina,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,,,,
14131,Op. Pros de texto y mecanógrafos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,13179.14,13179.14,8.74,0.0,8.74,100.0,0.0,100.0,7.0,0.0,62.0,0.0,62.0,-237.6038818359375,-139.0249481201172,C06
14132,Grab. De datos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,9247.43,9247.43,8.91,0.88,8.52,64.16,35.84,60.09,5.17,0.84,43.28,7.63,40.5,-419.841064453125,-17.070293426513672,C06
14200,Emp. Trato directo con el público,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,,,,,
14210,Cobradores y pagadores,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,5449.0,5449.0,7.86,0.54,8.29,100.0,0.0,0.0,5.37,0.77,26.79,14.32,38.5,-562.7732543945312,330.5977783203125,C13
14211,Cajeros bancos y afines,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,41214.71,41214.71,9.18,0.47,9.21,32.13,67.87,37.98,5.86,1.39,55.9,16.72,48.0,10.279601097106934,-87.18280029296875,C13
14212,Recep. apuestas y afines,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,87768.53,87768.53,8.68,0.84,8.54,56.22,43.78,2.8,4.94,1.11,38.06,13.53,40.0,760.3992309570312,-616.9195556640625,C00
14213,Prestamistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,2229.0,2229.0,8.29,0.0,8.29,78.6,21.4,0.0,5.43,0.82,28.86,1.64,30.0,-484.4468994140625,458.7135009765625,C13
14214,Cobradres,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,33885.66,33885.66,8.43,1.17,8.56,50.33,49.67,1.26,5.36,1.38,46.98,16.2,41.0,-138.92837524414062,160.7639617919922,C11
14220,Emp. Serv. Información,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,372.0,372.0,8.01,0.0,8.01,100.0,0.0,0.0,5.0,0.0,52.0,0.0,52.0,-775.7731323242188,509.4580078125,C13
14221,Emp. Ag. Viajes,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,29882.77,29882.77,8.66,0.73,8.79,63.41,36.59,1.58,6.25,1.53,40.81,9.43,44.0,-353.52081298828125,-341.55810546875,C01
14222,Emp. cent. Llamadas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,82538.66,82538.66,8.73,0.6,8.38,50.39,49.61,20.45,5.74,1.59,37.62,16.94,31.5,152.20835876464844,-105.26625061035156,C00
14223,Telefonistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,56710.73,56710.73,8.93,0.85,8.65,40.02,59.98,38.83,5.71,1.82,44.84,21.01,33.0,19.949295043945312,-223.82427978515625,C04
14224,Recepcionistas de hoteles,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,14072.73,14072.73,8.2,0.54,8.41,46.33,53.67,11.33,4.79,1.96,52.39,23.03,27.0,-257.4400939941406,252.60671997070312,C09
14225,Emp. Informaciónes,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,68264.37,68264.37,8.52,0.67,8.59,66.08,33.92,54.45,6.3,1.84,38.29,13.04,36.5,-132.90530395507812,-273.0136108398437,C06
14226,Recepcionistas (general),4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,229280.67,229280.67,8.92,0.64,8.65,71.06,28.94,28.37,5.67,2.17,41.53,16.05,39.0,125.24579620361328,-435.9219055175781,C04
14227,Encuestadores y entrevistadores,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,17312.54,17312.54,8.62,0.43,8.61,87.4,12.6,59.51,4.68,2.29,44.42,7.27,36.0,-663.0023803710938,572.4993286132812,C12
